thread_id,tweet_id,user_id,event,is_rumour,tweet_class,in_reply_to_status_id,in_reply_to_user_id,support,responsetype_vs_source,responsetype_vs_previous,favorite_count,retweet_count,created_at,unix_ts,normalized_ts,relative_ts_rumour,relative_ts_event,place
521346721226711040,521366121484918785,2370781272,ebola-essien,True,deep reply,521364652522225665,386238101,,disagreed,comment,0,0,2014-10-12 18:25:44+00:00,1413138344.0,2014-10-12 14:25:44-04:00,4625.0,4625.0,
521346721226711040,521366172529201153,1381490449,ebola-essien,True,retweet,521365931155812353,63435894,,,,0,0,2014-10-12 18:25:56+00:00,1413138356.0,2014-10-12 14:25:56-04:00,4637.0,4637.0,
521346721226711040,521366394135670785,87786129,ebola-essien,True,retweet,521365931155812353,63435894,,,,0,0,2014-10-12 18:26:49+00:00,1413138409.0,2014-10-12 14:26:49-04:00,4690.0,4690.0,
521346721226711040,521367394108071936,2747372070,ebola-essien,True,deep reply,521349434719076352,430026970,,agreed,comment,0,0,2014-10-12 18:30:47+00:00,1413138647.0,2014-10-12 14:30:47-04:00,4928.0,4928.0,
521346721226711040,521367512551002112,148334455,ebola-essien,True,deep reply,521350130851921921,379856833,,comment,comment,0,0,2014-10-12 18:31:16+00:00,1413138676.0,2014-10-12 14:31:16-04:00,4957.0,4957.0,
521346721226711040,521367905062379521,430026970,ebola-essien,True,deep reply,521367394108071936,2747372070,,disagreed,comment,0,0,2014-10-12 18:32:49+00:00,1413138769.0,2014-10-12 14:32:49-04:00,5050.0,5050.0,
521346721226711040,521368022880378882,2747372070,ebola-essien,True,deep reply,521367905062379521,430026970,,comment,comment,0,0,2014-10-12 18:33:17+00:00,1413138797.0,2014-10-12 14:33:17-04:00,5078.0,5078.0,
521346721226711040,521368940669583360,430026970,ebola-essien,True,deep reply,521368022880378882,2747372070,,comment,comment,0,0,2014-10-12 18:36:56+00:00,1413139016.0,2014-10-12 14:36:56-04:00,5297.0,5297.0,
521346721226711040,521371539082858496,379856833,ebola-essien,True,deep reply,521367512551002112,148334455,,comment,comment,0,0,2014-10-12 18:47:16+00:00,1413139636.0,2014-10-12 14:47:16-04:00,5917.0,5917.0,"{'full_name': 'Brasília, Distrito Federal', 'url': 'https://api.twitter.com/1.1/geo/id/5722ff20ba67083b.json', 'country': 'Brasil', 'place_type': 'city', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-48.285982, -16.0524045], [-47.307264, -16.0524045], [-47.307264, -15.5001029], [-48.285982, -15.5001029]]]}, 'contained_within': [], 'country_code': 'BR', 'attributes': {}, 'id': '5722ff20ba67083b', 'name': 'Brasília'}"
521346721226711040,521371742942797825,148334455,ebola-essien,True,deep reply,521371539082858496,379856833,,comment,comment,0,0,2014-10-12 18:48:04+00:00,1413139684.0,2014-10-12 14:48:04-04:00,5965.0,5965.0,
521346721226711040,521457341490012160,2603092341,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-13 00:28:13+00:00,1413160093.0,2014-10-12 20:28:13-04:00,26374.0,26374.0,
521346721226711040,521545470670163968,583974728,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-13 06:18:24+00:00,1413181104.0,2014-10-13 02:18:24-04:00,47385.0,47385.0,
521346721226711040,521560712754528257,198615697,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-13 07:18:58+00:00,1413184738.0,2014-10-13 03:18:58-04:00,51019.0,51019.0,
521346721226711040,521349130615259137,80060973,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:13+00:00,1413134293.0,2014-10-12 13:18:13-04:00,574.0,574.0,
521346721226711040,521349140035670016,419796831,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:15+00:00,1413134295.0,2014-10-12 13:18:15-04:00,576.0,576.0,
521346721226711040,521349186768609281,492466309,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:27+00:00,1413134307.0,2014-10-12 13:18:27-04:00,588.0,588.0,
521346721226711040,521349188211462144,836072144,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:27+00:00,1413134307.0,2014-10-12 13:18:27-04:00,588.0,588.0,
521346721226711040,521349195807342592,236287908,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:29+00:00,1413134309.0,2014-10-12 13:18:29-04:00,590.0,590.0,
521346721226711040,521349207660437506,90438189,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:32+00:00,1413134312.0,2014-10-12 13:18:32-04:00,593.0,593.0,
521346721226711040,521349213737992193,249773632,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:33+00:00,1413134313.0,2014-10-12 13:18:33-04:00,594.0,594.0,
521346721226711040,521349224060186624,299023418,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:35+00:00,1413134315.0,2014-10-12 13:18:35-04:00,596.0,596.0,
521346721226711040,521349229923815424,106381185,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:37+00:00,1413134317.0,2014-10-12 13:18:37-04:00,598.0,598.0,
521346721226711040,521349238224322561,945903528,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:39+00:00,1413134319.0,2014-10-12 13:18:39-04:00,600.0,600.0,
521346721226711040,521349238379515904,542844055,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:39+00:00,1413134319.0,2014-10-12 13:18:39-04:00,600.0,600.0,
521346721226711040,521349263436312576,625600108,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:45+00:00,1413134325.0,2014-10-12 13:18:45-04:00,606.0,606.0,
521346721226711040,521349277147463681,554436922,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:48+00:00,1413134328.0,2014-10-12 13:18:48-04:00,609.0,609.0,
521346721226711040,521349294537048064,276555708,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:52+00:00,1413134332.0,2014-10-12 13:18:52-04:00,613.0,613.0,
521346721226711040,521349295480377344,264414196,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:52+00:00,1413134332.0,2014-10-12 13:18:52-04:00,613.0,613.0,
521346721226711040,521349320218779648,27903538,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:58+00:00,1413134338.0,2014-10-12 13:18:58-04:00,619.0,619.0,
521346721226711040,521349320369790978,2681947627,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:58+00:00,1413134338.0,2014-10-12 13:18:58-04:00,619.0,619.0,
521346721226711040,521349324496961537,147622086,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:18:59+00:00,1413134339.0,2014-10-12 13:18:59-04:00,620.0,620.0,
521346721226711040,521349349444710400,346039052,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:05+00:00,1413134345.0,2014-10-12 13:19:05-04:00,626.0,626.0,
521346721226711040,521349354133934083,404401154,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:06+00:00,1413134346.0,2014-10-12 13:19:06-04:00,627.0,627.0,
521346721226711040,521349375680069632,17879152,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:12+00:00,1413134352.0,2014-10-12 13:19:12-04:00,633.0,633.0,
521346721226711040,521349402389397504,595878005,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:18+00:00,1413134358.0,2014-10-12 13:19:18-04:00,639.0,639.0,
521346721226711040,521349407670038528,178432329,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:19+00:00,1413134359.0,2014-10-12 13:19:19-04:00,640.0,640.0,
521346721226711040,521349419913216000,569387217,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:22+00:00,1413134362.0,2014-10-12 13:19:22-04:00,643.0,643.0,
521346721226711040,521349435075608576,352749891,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:26+00:00,1413134366.0,2014-10-12 13:19:26-04:00,647.0,647.0,
521346721226711040,521349441052499968,1546596853,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:27+00:00,1413134367.0,2014-10-12 13:19:27-04:00,648.0,648.0,
521346721226711040,521349453404712960,167254060,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:30+00:00,1413134370.0,2014-10-12 13:19:30-04:00,651.0,651.0,
521346721226711040,521349456005185536,1572817922,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:31+00:00,1413134371.0,2014-10-12 13:19:31-04:00,652.0,652.0,
521346721226711040,521349461306781696,351652726,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:32+00:00,1413134372.0,2014-10-12 13:19:32-04:00,653.0,653.0,
521346721226711040,521349474388811776,1495087813,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:35+00:00,1413134375.0,2014-10-12 13:19:35-04:00,656.0,656.0,
521346721226711040,521349477358395394,933341190,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:36+00:00,1413134376.0,2014-10-12 13:19:36-04:00,657.0,657.0,
521346721226711040,521349482924224512,257122841,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:37+00:00,1413134377.0,2014-10-12 13:19:37-04:00,658.0,658.0,
521346721226711040,521349505418268672,287867523,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:42+00:00,1413134382.0,2014-10-12 13:19:42-04:00,663.0,663.0,
521346721226711040,521349506680778754,463123857,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:43+00:00,1413134383.0,2014-10-12 13:19:43-04:00,664.0,664.0,
521346721226711040,521349527501303808,863369492,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:48+00:00,1413134388.0,2014-10-12 13:19:48-04:00,669.0,669.0,
521346721226711040,521349546878992385,435944980,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:52+00:00,1413134392.0,2014-10-12 13:19:52-04:00,673.0,673.0,
521346721226711040,521349560820826112,461086459,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:56+00:00,1413134396.0,2014-10-12 13:19:56-04:00,677.0,677.0,
521346721226711040,521349561160572929,1360273298,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:19:56+00:00,1413134396.0,2014-10-12 13:19:56-04:00,677.0,677.0,
521346721226711040,521349672347381760,267031651,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:20:22+00:00,1413134422.0,2014-10-12 13:20:22-04:00,703.0,703.0,
521346721226711040,521349795714461696,108982583,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:20:52+00:00,1413134452.0,2014-10-12 13:20:52-04:00,733.0,733.0,
521346721226711040,521350432934096896,33819113,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:23:24+00:00,1413134604.0,2014-10-12 13:23:24-04:00,885.0,885.0,
521346721226711040,521351136977371136,206342771,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:26:11+00:00,1413134771.0,2014-10-12 13:26:11-04:00,1052.0,1052.0,
521346721226711040,521351425851662336,227433937,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:27:20+00:00,1413134840.0,2014-10-12 13:27:20-04:00,1121.0,1121.0,
521346721226711040,521351670874505217,990226148,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:28:19+00:00,1413134899.0,2014-10-12 13:28:19-04:00,1180.0,1180.0,
521346721226711040,521351796745572352,275001202,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:28:49+00:00,1413134929.0,2014-10-12 13:28:49-04:00,1210.0,1210.0,
521346721226711040,521351840102100992,2296997816,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:28:59+00:00,1413134939.0,2014-10-12 13:28:59-04:00,1220.0,1220.0,
521346721226711040,521351887413870592,135252493,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:29:10+00:00,1413134950.0,2014-10-12 13:29:10-04:00,1231.0,1231.0,
521346721226711040,521351888026222593,231292367,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:29:11+00:00,1413134951.0,2014-10-12 13:29:11-04:00,1232.0,1232.0,
521346721226711040,521352133665648640,289431542,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:30:09+00:00,1413135009.0,2014-10-12 13:30:09-04:00,1290.0,1290.0,
521346721226711040,521352151717519361,623084205,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:30:13+00:00,1413135013.0,2014-10-12 13:30:13-04:00,1294.0,1294.0,
521346721226711040,521352203509198849,165225266,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:30:26+00:00,1413135026.0,2014-10-12 13:30:26-04:00,1307.0,1307.0,
521346721226711040,521352356211204097,2798796657,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:31:02+00:00,1413135062.0,2014-10-12 13:31:02-04:00,1343.0,1343.0,
521346721226711040,521352486276595713,193253620,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:31:33+00:00,1413135093.0,2014-10-12 13:31:33-04:00,1374.0,1374.0,
521346721226711040,521352495059062785,219852215,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:31:35+00:00,1413135095.0,2014-10-12 13:31:35-04:00,1376.0,1376.0,
521346721226711040,521352553603149824,2714944293,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:31:49+00:00,1413135109.0,2014-10-12 13:31:49-04:00,1390.0,1390.0,
521346721226711040,521352838770081793,1593225320,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:32:57+00:00,1413135177.0,2014-10-12 13:32:57-04:00,1458.0,1458.0,
521346721226711040,521352851713720321,2758106217,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:33:00+00:00,1413135180.0,2014-10-12 13:33:00-04:00,1461.0,1461.0,
521346721226711040,521352889344983040,600088837,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:33:09+00:00,1413135189.0,2014-10-12 13:33:09-04:00,1470.0,1470.0,
521346721226711040,521352895678386176,265490258,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:33:11+00:00,1413135191.0,2014-10-12 13:33:11-04:00,1472.0,1472.0,
521346721226711040,521352953492680705,120145551,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:33:25+00:00,1413135205.0,2014-10-12 13:33:25-04:00,1486.0,1486.0,
521346721226711040,521352954205712384,90460500,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:33:25+00:00,1413135205.0,2014-10-12 13:33:25-04:00,1486.0,1486.0,
521346721226711040,521352985495224321,412356895,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:33:32+00:00,1413135212.0,2014-10-12 13:33:32-04:00,1493.0,1493.0,
521346721226711040,521353024028295168,2339518679,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:33:41+00:00,1413135221.0,2014-10-12 13:33:41-04:00,1502.0,1502.0,
521346721226711040,521353026356142081,150738895,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:33:42+00:00,1413135222.0,2014-10-12 13:33:42-04:00,1503.0,1503.0,
521346721226711040,521353054231486464,21122866,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:33:49+00:00,1413135229.0,2014-10-12 13:33:49-04:00,1510.0,1510.0,
521346721226711040,521353089589080065,2325545930,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:33:57+00:00,1413135237.0,2014-10-12 13:33:57-04:00,1518.0,1518.0,
521346721226711040,521353094207377408,458323934,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:33:58+00:00,1413135238.0,2014-10-12 13:33:58-04:00,1519.0,1519.0,
521346721226711040,521353118559518720,2370781272,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:34:04+00:00,1413135244.0,2014-10-12 13:34:04-04:00,1525.0,1525.0,
521346721226711040,521353130228056064,177544990,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:34:07+00:00,1413135247.0,2014-10-12 13:34:07-04:00,1528.0,1528.0,
521346721226711040,521353134778904576,789298062,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:34:08+00:00,1413135248.0,2014-10-12 13:34:08-04:00,1529.0,1529.0,
521346721226711040,521353157461696512,309698896,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:34:13+00:00,1413135253.0,2014-10-12 13:34:13-04:00,1534.0,1534.0,
521346721226711040,521353200306520064,558068224,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:34:23+00:00,1413135263.0,2014-10-12 13:34:23-04:00,1544.0,1544.0,
521346721226711040,521353218857918465,42518566,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:34:28+00:00,1413135268.0,2014-10-12 13:34:28-04:00,1549.0,1549.0,
521346721226711040,521353252538159104,224281427,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:34:36+00:00,1413135276.0,2014-10-12 13:34:36-04:00,1557.0,1557.0,
521346721226711040,521353282741362688,27632057,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:34:43+00:00,1413135283.0,2014-10-12 13:34:43-04:00,1564.0,1564.0,
521346721226711040,521353321165385729,158439090,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:34:52+00:00,1413135292.0,2014-10-12 13:34:52-04:00,1573.0,1573.0,
521346721226711040,521353340564029441,332763743,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:34:57+00:00,1413135297.0,2014-10-12 13:34:57-04:00,1578.0,1578.0,
521346721226711040,521353403822510082,389080076,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:35:12+00:00,1413135312.0,2014-10-12 13:35:12-04:00,1593.0,1593.0,
521346721226711040,521353409430319104,251733488,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:35:13+00:00,1413135313.0,2014-10-12 13:35:13-04:00,1594.0,1594.0,
521346721226711040,521353429109997569,2239790962,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:35:18+00:00,1413135318.0,2014-10-12 13:35:18-04:00,1599.0,1599.0,
521346721226711040,521353458256183297,2476944340,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:35:25+00:00,1413135325.0,2014-10-12 13:35:25-04:00,1606.0,1606.0,
521346721226711040,521353465201979393,2711390139,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:35:27+00:00,1413135327.0,2014-10-12 13:35:27-04:00,1608.0,1608.0,
521346721226711040,521353550988062720,1294983512,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:35:47+00:00,1413135347.0,2014-10-12 13:35:47-04:00,1628.0,1628.0,
521346721226711040,521353732953739266,1051645315,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:36:30+00:00,1413135390.0,2014-10-12 13:36:30-04:00,1671.0,1671.0,
521346721226711040,521353753107374080,1080207836,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:36:35+00:00,1413135395.0,2014-10-12 13:36:35-04:00,1676.0,1676.0,
521346721226711040,521353779573428224,2210937431,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:36:42+00:00,1413135402.0,2014-10-12 13:36:42-04:00,1683.0,1683.0,
521346721226711040,521354004073549824,1821726546,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:37:35+00:00,1413135455.0,2014-10-12 13:37:35-04:00,1736.0,1736.0,
521346721226711040,521354038202609664,341982852,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:37:43+00:00,1413135463.0,2014-10-12 13:37:43-04:00,1744.0,1744.0,
521346721226711040,521354047434280963,203169760,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:37:45+00:00,1413135465.0,2014-10-12 13:37:45-04:00,1746.0,1746.0,
521346721226711040,521354105139494912,38467919,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:37:59+00:00,1413135479.0,2014-10-12 13:37:59-04:00,1760.0,1760.0,
521346721226711040,521354167957606400,1855527486,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:38:14+00:00,1413135494.0,2014-10-12 13:38:14-04:00,1775.0,1775.0,
521346721226711040,521354212866031616,1586939652,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:38:25+00:00,1413135505.0,2014-10-12 13:38:25-04:00,1786.0,1786.0,
521346721226711040,521354275470188544,1089228354,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:38:40+00:00,1413135520.0,2014-10-12 13:38:40-04:00,1801.0,1801.0,
521346721226711040,521354299713257472,571669307,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:38:46+00:00,1413135526.0,2014-10-12 13:38:46-04:00,1807.0,1807.0,
521346721226711040,521354314850521088,1650303036,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:38:49+00:00,1413135529.0,2014-10-12 13:38:49-04:00,1810.0,1810.0,
521346721226711040,521354335557791745,1284278414,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:38:54+00:00,1413135534.0,2014-10-12 13:38:54-04:00,1815.0,1815.0,
521346721226711040,521354364699828225,239941627,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:39:01+00:00,1413135541.0,2014-10-12 13:39:01-04:00,1822.0,1822.0,
521346721226711040,521354475756593152,181191550,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:39:27+00:00,1413135567.0,2014-10-12 13:39:27-04:00,1848.0,1848.0,
521346721226711040,521354527220719616,1459377924,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:39:40+00:00,1413135580.0,2014-10-12 13:39:40-04:00,1861.0,1861.0,
521346721226711040,521354530001547265,303321626,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:39:40+00:00,1413135580.0,2014-10-12 13:39:40-04:00,1861.0,1861.0,
521346721226711040,521354657483218945,149269204,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:40:11+00:00,1413135611.0,2014-10-12 13:40:11-04:00,1892.0,1892.0,
521346721226711040,521354820461264896,219953203,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:40:50+00:00,1413135650.0,2014-10-12 13:40:50-04:00,1931.0,1931.0,
521346721226711040,521354883359047681,1510040389,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:41:05+00:00,1413135665.0,2014-10-12 13:41:05-04:00,1946.0,1946.0,
521346721226711040,521355072618651648,299845601,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:41:50+00:00,1413135710.0,2014-10-12 13:41:50-04:00,1991.0,1991.0,
521346721226711040,521355081275691009,1331863634,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:41:52+00:00,1413135712.0,2014-10-12 13:41:52-04:00,1993.0,1993.0,
521346721226711040,521355092831010817,173476264,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:41:55+00:00,1413135715.0,2014-10-12 13:41:55-04:00,1996.0,1996.0,
521346721226711040,521355488550985728,433874181,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:43:29+00:00,1413135809.0,2014-10-12 13:43:29-04:00,2090.0,2090.0,
521346721226711040,521355665315725312,987246457,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:44:11+00:00,1413135851.0,2014-10-12 13:44:11-04:00,2132.0,2132.0,
521346721226711040,521356251809476608,593006796,ebola-essien,True,retweet,0,0,,,,0,575,2014-10-12 17:46:31+00:00,1413135991.0,2014-10-12 13:46:31-04:00,2272.0,2272.0,
