thread_id,tweet_id,user_id,event,tweet_class,in_reply_to_status_id,in_reply_to_user_id,support,responsetype_vs_source,responsetype_vs_previous,favorite_count,retweet_count,created_at,place
521346721226711040,521371539082858496,379856833,ebola-essien,deep reply,521367512551002112,148334455,,comment,comment,0,0,Sun Oct 12 18:47:16 +0000 2014,"{'full_name': 'Brasília, Distrito Federal', 'url': 'https://api.twitter.com/1.1/geo/id/5722ff20ba67083b.json', 'country': 'Brasil', 'place_type': 'city', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-48.285982, -16.0524045], [-47.307264, -16.0524045], [-47.307264, -15.5001029], [-48.285982, -15.5001029]]]}, 'contained_within': [], 'country_code': 'BR', 'attributes': {}, 'id': '5722ff20ba67083b', 'name': 'Brasília'}"
521346721226711040,521371742942797825,148334455,ebola-essien,deep reply,521371539082858496,379856833,,comment,comment,0,0,Sun Oct 12 18:48:04 +0000 2014,
521346721226711040,521457341490012160,2603092341,ebola-essien,retweet,0,0,,,,0,575,Mon Oct 13 00:28:13 +0000 2014,
521346721226711040,521545470670163968,583974728,ebola-essien,retweet,0,0,,,,0,575,Mon Oct 13 06:18:24 +0000 2014,
521346721226711040,521560712754528257,198615697,ebola-essien,retweet,0,0,,,,0,575,Mon Oct 13 07:18:58 +0000 2014,
521346721226711040,521349130615259137,80060973,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:13 +0000 2014,
521346721226711040,521349140035670016,419796831,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:15 +0000 2014,
521346721226711040,521349186768609281,492466309,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:27 +0000 2014,
521346721226711040,521349188211462144,836072144,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:27 +0000 2014,
521346721226711040,521349195807342592,236287908,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:29 +0000 2014,
521346721226711040,521349207660437506,90438189,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:32 +0000 2014,
521346721226711040,521349213737992193,249773632,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:33 +0000 2014,
521346721226711040,521349224060186624,299023418,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:35 +0000 2014,
521346721226711040,521349229923815424,106381185,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:37 +0000 2014,
521346721226711040,521349238224322561,945903528,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:39 +0000 2014,
521346721226711040,521349238379515904,542844055,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:39 +0000 2014,
521346721226711040,521349263436312576,625600108,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:45 +0000 2014,
521346721226711040,521349277147463681,554436922,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:48 +0000 2014,
521346721226711040,521349294537048064,276555708,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:52 +0000 2014,
521346721226711040,521349295480377344,264414196,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:52 +0000 2014,
521346721226711040,521349320218779648,27903538,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:58 +0000 2014,
521346721226711040,521349320369790978,2681947627,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:58 +0000 2014,
521346721226711040,521349324496961537,147622086,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:18:59 +0000 2014,
521346721226711040,521349349444710400,346039052,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:05 +0000 2014,
521346721226711040,521349354133934083,404401154,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:06 +0000 2014,
521346721226711040,521349375680069632,17879152,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:12 +0000 2014,
521346721226711040,521349402389397504,595878005,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:18 +0000 2014,
521346721226711040,521349407670038528,178432329,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:19 +0000 2014,
521346721226711040,521349419913216000,569387217,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:22 +0000 2014,
521346721226711040,521349435075608576,352749891,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:26 +0000 2014,
521346721226711040,521349441052499968,1546596853,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:27 +0000 2014,
521346721226711040,521349453404712960,167254060,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:30 +0000 2014,
521346721226711040,521349456005185536,1572817922,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:31 +0000 2014,
521346721226711040,521349461306781696,351652726,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:32 +0000 2014,
521346721226711040,521349474388811776,1495087813,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:35 +0000 2014,
521346721226711040,521349477358395394,933341190,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:36 +0000 2014,
521346721226711040,521349482924224512,257122841,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:37 +0000 2014,
521346721226711040,521349505418268672,287867523,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:42 +0000 2014,
521346721226711040,521349506680778754,463123857,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:43 +0000 2014,
521346721226711040,521349527501303808,863369492,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:48 +0000 2014,
521346721226711040,521349546878992385,435944980,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:52 +0000 2014,
521346721226711040,521349560820826112,461086459,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:56 +0000 2014,
521346721226711040,521349561160572929,1360273298,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:19:56 +0000 2014,
521346721226711040,521349672347381760,267031651,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:20:22 +0000 2014,
521346721226711040,521349795714461696,108982583,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:20:52 +0000 2014,
521346721226711040,521350432934096896,33819113,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:23:24 +0000 2014,
521346721226711040,521351136977371136,206342771,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:26:11 +0000 2014,
521346721226711040,521351425851662336,227433937,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:27:20 +0000 2014,
521346721226711040,521351670874505217,990226148,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:28:19 +0000 2014,
521346721226711040,521351796745572352,275001202,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:28:49 +0000 2014,
521346721226711040,521351840102100992,2296997816,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:28:59 +0000 2014,
521346721226711040,521351887413870592,135252493,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:29:10 +0000 2014,
521346721226711040,521351888026222593,231292367,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:29:11 +0000 2014,
521346721226711040,521352133665648640,289431542,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:30:09 +0000 2014,
521346721226711040,521352151717519361,623084205,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:30:13 +0000 2014,
521346721226711040,521352203509198849,165225266,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:30:26 +0000 2014,
521346721226711040,521352356211204097,2798796657,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:31:02 +0000 2014,
521346721226711040,521352486276595713,193253620,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:31:33 +0000 2014,
521346721226711040,521352495059062785,219852215,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:31:35 +0000 2014,
521346721226711040,521352553603149824,2714944293,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:31:49 +0000 2014,
521346721226711040,521352838770081793,1593225320,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:32:57 +0000 2014,
521346721226711040,521352851713720321,2758106217,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:33:00 +0000 2014,
521346721226711040,521352889344983040,600088837,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:33:09 +0000 2014,
521346721226711040,521352895678386176,265490258,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:33:11 +0000 2014,
521346721226711040,521352953492680705,120145551,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:33:25 +0000 2014,
521346721226711040,521352954205712384,90460500,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:33:25 +0000 2014,
521346721226711040,521352985495224321,412356895,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:33:32 +0000 2014,
521346721226711040,521353024028295168,2339518679,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:33:41 +0000 2014,
521346721226711040,521353026356142081,150738895,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:33:42 +0000 2014,
521346721226711040,521353054231486464,21122866,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:33:49 +0000 2014,
521346721226711040,521353089589080065,2325545930,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:33:57 +0000 2014,
521346721226711040,521353094207377408,458323934,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:33:58 +0000 2014,
521346721226711040,521353118559518720,2370781272,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:34:04 +0000 2014,
521346721226711040,521353130228056064,177544990,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:34:07 +0000 2014,
521346721226711040,521353134778904576,789298062,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:34:08 +0000 2014,
521346721226711040,521353157461696512,309698896,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:34:13 +0000 2014,
521346721226711040,521353200306520064,558068224,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:34:23 +0000 2014,
521346721226711040,521353218857918465,42518566,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:34:28 +0000 2014,
521346721226711040,521353252538159104,224281427,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:34:36 +0000 2014,
521346721226711040,521353282741362688,27632057,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:34:43 +0000 2014,
521346721226711040,521353321165385729,158439090,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:34:52 +0000 2014,
521346721226711040,521353340564029441,332763743,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:34:57 +0000 2014,
521346721226711040,521353403822510082,389080076,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:35:12 +0000 2014,
521346721226711040,521353409430319104,251733488,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:35:13 +0000 2014,
521346721226711040,521353429109997569,2239790962,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:35:18 +0000 2014,
521346721226711040,521353458256183297,2476944340,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:35:25 +0000 2014,
521346721226711040,521353465201979393,2711390139,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:35:27 +0000 2014,
521346721226711040,521353550988062720,1294983512,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:35:47 +0000 2014,
521346721226711040,521353732953739266,1051645315,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:36:30 +0000 2014,
521346721226711040,521353753107374080,1080207836,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:36:35 +0000 2014,
521346721226711040,521353779573428224,2210937431,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:36:42 +0000 2014,
521346721226711040,521354004073549824,1821726546,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:37:35 +0000 2014,
521346721226711040,521354038202609664,341982852,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:37:43 +0000 2014,
521346721226711040,521354047434280963,203169760,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:37:45 +0000 2014,
521346721226711040,521354105139494912,38467919,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:37:59 +0000 2014,
521346721226711040,521354167957606400,1855527486,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:38:14 +0000 2014,
521346721226711040,521354212866031616,1586939652,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:38:25 +0000 2014,
521346721226711040,521354275470188544,1089228354,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:38:40 +0000 2014,
521346721226711040,521354299713257472,571669307,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:38:46 +0000 2014,
521346721226711040,521354314850521088,1650303036,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:38:49 +0000 2014,
521346721226711040,521354335557791745,1284278414,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:38:54 +0000 2014,
521346721226711040,521354364699828225,239941627,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:39:01 +0000 2014,
521346721226711040,521354475756593152,181191550,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:39:27 +0000 2014,
521346721226711040,521354527220719616,1459377924,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:39:40 +0000 2014,
521346721226711040,521354530001547265,303321626,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:39:40 +0000 2014,
521346721226711040,521354657483218945,149269204,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:40:11 +0000 2014,
521346721226711040,521354820461264896,219953203,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:40:50 +0000 2014,
521346721226711040,521354883359047681,1510040389,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:41:05 +0000 2014,
521346721226711040,521355072618651648,299845601,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:41:50 +0000 2014,
521346721226711040,521355081275691009,1331863634,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:41:52 +0000 2014,
521346721226711040,521355092831010817,173476264,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:41:55 +0000 2014,
521346721226711040,521355488550985728,433874181,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:43:29 +0000 2014,
521346721226711040,521355665315725312,987246457,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:44:11 +0000 2014,
521346721226711040,521356251809476608,593006796,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:46:31 +0000 2014,
521346721226711040,521356668987539456,98998033,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:48:10 +0000 2014,
521346721226711040,521356812457889792,391613613,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:48:45 +0000 2014,
521346721226711040,521356952631537664,251007933,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:49:18 +0000 2014,
521346721226711040,521357387912192001,101605202,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:51:02 +0000 2014,
521346721226711040,521358058425815042,2549970749,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:53:42 +0000 2014,
521346721226711040,521358136125710338,1080465024,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:54:00 +0000 2014,
521346721226711040,521358137144930304,544438034,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:54:00 +0000 2014,
521346721226711040,521358267407421440,231245869,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:54:32 +0000 2014,
521346721226711040,521358648728367106,63542906,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:56:02 +0000 2014,
521346721226711040,521358658975055872,471399775,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:56:05 +0000 2014,
521346721226711040,521358730466955265,536194469,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:56:22 +0000 2014,
521346721226711040,521358811685457921,1702377835,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:56:41 +0000 2014,
521346721226711040,521359198677131264,1621165866,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 17:58:14 +0000 2014,
521346721226711040,521359694980337665,539721796,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:00:12 +0000 2014,
521346721226711040,521359939755720704,453261872,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:01:10 +0000 2014,
521346721226711040,521360209433075712,405863750,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:02:15 +0000 2014,
521346721226711040,521361101402165249,780842875,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:05:47 +0000 2014,
521346721226711040,521361324802994176,372834148,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:06:40 +0000 2014,
521346721226711040,521361446614351872,452091593,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:07:10 +0000 2014,
521346721226711040,521361465803276289,257994972,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:07:14 +0000 2014,
521346721226711040,521361676910989312,1013522281,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:08:04 +0000 2014,
521346721226711040,521364679416098816,1450093663,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:20:00 +0000 2014,
521346721226711040,521365174947938305,394300073,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:21:58 +0000 2014,
521346721226711040,521365202944921600,414178213,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:22:05 +0000 2014,
521346721226711040,521365358478098432,1421429172,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:22:42 +0000 2014,
521346721226711040,521365412895010817,489661183,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:22:55 +0000 2014,
521346721226711040,521365569590001664,980928805,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:23:32 +0000 2014,
521346721226711040,521365645737590785,20668356,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:23:51 +0000 2014,
521346721226711040,521365653526413312,85068270,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:23:53 +0000 2014,
521346721226711040,521365944921518080,34382673,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:25:02 +0000 2014,
521346721226711040,521365990958182400,295719868,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:25:13 +0000 2014,
521346721226711040,521366162391990273,166688997,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:25:54 +0000 2014,
521346721226711040,521367011264581632,344921315,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:29:16 +0000 2014,
521346721226711040,521367238088339457,2747372070,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:30:10 +0000 2014,
521346721226711040,521367614593855488,553678298,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:31:40 +0000 2014,
521346721226711040,521367750250602496,1445699442,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:32:12 +0000 2014,
521346721226711040,521367881230331904,580902773,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:32:44 +0000 2014,
521346721226711040,521368393287729152,341551277,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:34:46 +0000 2014,
521346721226711040,521368439282475009,1673968820,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:34:57 +0000 2014,
521346721226711040,521368654991343616,287713102,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:35:48 +0000 2014,
521346721226711040,521368977596219393,120730572,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:37:05 +0000 2014,
521346721226711040,521369755656400897,2505418399,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:40:11 +0000 2014,
521346721226711040,521370395807854594,254459730,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:42:43 +0000 2014,
521346721226711040,521370724922314752,376938788,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:44:02 +0000 2014,
521346721226711040,521372468519665664,1671731005,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:50:57 +0000 2014,
521346721226711040,521372550023376896,252320049,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:51:17 +0000 2014,
521346721226711040,521372747042414593,958239673,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:52:04 +0000 2014,
521346721226711040,521373728270450688,1009759681,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 18:55:58 +0000 2014,
521346721226711040,521375666957455360,2228715543,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 19:03:40 +0000 2014,
521346721226711040,521378621769129984,2677757418,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 19:15:24 +0000 2014,
521346721226711040,521379512534458368,121164686,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 19:18:57 +0000 2014,
521346721226711040,521379696416927745,184200525,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 19:19:41 +0000 2014,
521346721226711040,521379764175912960,360255665,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 19:19:57 +0000 2014,
521346721226711040,521380616596889600,2263458137,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 19:23:20 +0000 2014,
521346721226711040,521381871176122371,442699240,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 19:28:19 +0000 2014,
521346721226711040,521383392022388738,2439186643,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 19:34:22 +0000 2014,
521346721226711040,521385972236550144,413430640,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 19:44:37 +0000 2014,
521346721226711040,521388268492189696,406206958,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 19:53:44 +0000 2014,
521346721226711040,521388893137301504,1071964110,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 19:56:13 +0000 2014,
521346721226711040,521392950954434563,613438768,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 20:12:21 +0000 2014,
521346721226711040,521394198789259264,468497792,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 20:17:18 +0000 2014,
521346721226711040,521395856986353667,342929064,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 20:23:54 +0000 2014,
521346721226711040,521397207547670528,272471317,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 20:29:16 +0000 2014,
521346721226711040,521407772446175232,250234065,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 21:11:14 +0000 2014,
521346721226711040,521409990280900608,301208952,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 21:20:03 +0000 2014,
521346721226711040,521426366957629441,1454650220,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 22:25:08 +0000 2014,
521346721226711040,521426886761914368,409403773,ebola-essien,retweet,0,0,,,,0,575,Sun Oct 12 22:27:12 +0000 2014,
